linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
53259950,eliminacion_catalan,caracteres_problematicos: {'+'},Rentat de cotxes + buit,,,,,
53280333,eliminacion_catalan,caracteres_problematicos: {'/'},"03/08/2017 3.8400 COMPRAR 116,45",,,,,
53296795,eliminacion_catalan,caracteres_problematicos: {'$'},Reserva ara des de US$ 132,,,,,
53307136,eliminacion_catalan,"caracteres_problematicos: {'/', '·'}","FH8620 és un baix consum d'energia, d'alt rendiment H.264 / AVC / JPEG codificar SOC per a l'aplicac...",,,,,
53357955,eliminacion_catalan,caracteres_problematicos: {'·'},"Per a les aplicacions emergents PCIe 4.0, PI3DBS16212 i PI3DBS16412 ofereixen una excel·lent integri...",,,,,
53363663,eliminacion_catalan,caracteres_problematicos: {'%'},"Imatge. Rwanda. Economia, participació, %, 1970-2016",,,,,
53401947,eliminacion_catalan,caracteres_problematicos: {'/'},26/10/2017 22.3360 COMPRAR 287.32,,,,,
53504313,eliminacion_catalan,"caracteres_problematicos: {'–', '&'}","Afegir al carret ATVs & UTVs, BMS Totes les noves característiques RANCH PONY 600 EFI – 37 HP, EFI –...",,,,,
53601537,eliminacion_catalan,caracteres_problematicos: {'•'},• Terrassa al terrat per passar el temps d'espera,,,,,
53606201,eliminacion_catalan,caracteres_problematicos: {'·'},La solució d'excel·lència operativa de Honeywell permet als operadors de sistemes de control i proce...,,,,,
53608605,eliminacion_catalan,caracteres_problematicos: {'>'},La teva posició:Pàgina inicial > Notícies > 2014 iDOCS Progress Report,,,,,
53659028,eliminacion_catalan,caracteres_problematicos: {'%'},81% (443 318 vots),,,,,
53678039,eliminacion_catalan,"caracteres_problematicos: {'/', '≈', '$', '%'}",$0.2624.68%≈ 0.0000311682041315 BTC 24H Baix / Alt: $0.25 - $0.26,,,,,
53696911,eliminacion_catalan,caracteres_problematicos: {'/'},"15/01/2019 12.2000 COMPRAR 72,36",,,,,
53768953,eliminacion_catalan,"caracteres_problematicos: {'/', '$'}",// Truqueu a la funció $createFetcher aquí,,,,,
53936054,eliminacion_catalan,caracteres_problematicos: {'/'},Ordre Nom de l'organització/empresa,,,,,
53998715,eliminacion_catalan,caracteres_problematicos: {'>'},BlackBerry Torch 9810 > Comprovar l'estat d'un certificat o cadena de certificats,,,,,
54043242,eliminacion_catalan,caracteres_problematicos: {'·'},"Quan la vostra religió o estat de salut es pugui deduir de les preferències alimentàries, no vincula...",,,,,
54066067,eliminacion_catalan,caracteres_problematicos: {'·'},Aquest enllaç addicional a l'HFAISTION té a veure amb els senyals dels ornaments d'ivori desenterrat...,,,,,
54123836,eliminacion_catalan,caracteres_problematicos: {'–'},"367 - KM 67, Praia de Taperapuan, Porto Seguro, CEP 45810-000, Brasil – Aquest barri és una opció fa...",,,,,
54134015,eliminacion_catalan,caracteres_problematicos: {'/'},"Cambridge, Regne Unit Nacionalitat Austríac / Britànic",,,,,
54140235,eliminacion_catalan,caracteres_problematicos: {'·'},Ja que és una excel·lent aplicació d'entreteniment que pot gaudir tota la família.,,,,,
54149458,eliminacion_catalan,"caracteres_problematicos: {'/', '·'}","A continuació, una decisió està subjecta a la legislació reguladora i als organismes independents al...",,,,,
54191710,eliminacion_catalan,caracteres_problematicos: {'·'},Tingueu en compte que la Fundació Joy Global treballa directament amb els líders de la comunitat per...,,,,,
54353564,eliminacion_catalan,caracteres_problematicos: {'·'},Contribuït per V.I. Vernadsky Biblioteca Nacional d'Ucraïna Album Number 14: Drawings and Sketches b...,,,,,
54396456,eliminacion_catalan,caracteres_problematicos: {'$'},"Des de llavors, cada novembre 11 és un dia boig per no només els solters, sinó també les parelles pe...",,,,,
54438042,eliminacion_catalan,caracteres_problematicos: {'»'},» Mostra més hotels a Brisbane,,,,,
54565251,eliminacion_catalan,"caracteres_problematicos: {'–', '·'}","Sobre la base d'una llarga experiència històrica, es pot escriure com una llei que els quadres revol...",,,,,
54580039,eliminacion_catalan,caracteres_problematicos: {'+'},"Rio + 20 ha d'abordar el procés de canvi, no només el seu contingut - SciDev.Net",,,,,
54770151,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}","Com a resultat d'això, Tomlinson ha esdevingut conegut com el pare de GIS, particularment pel seu ús...",,,,,
54854750,eliminacion_catalan,caracteres_problematicos: {'–'},"– Aquest barri és una opció fantàstica per als viatgers que els interessa anar a museus, passejar pe...",,,,,
54906034,eliminacion_catalan,caracteres_problematicos: {'•'},"• Per moure a una pàgina específica en un arxiu multipage.tif, feu clic a Taula de continguts.",,,,,
54973230,eliminacion_catalan,"caracteres_problematicos: {'<', '>'}",Enviament gratuït x <unk>(<unk>Q50657): Enviament gratuït Enviament gratuït,,,,,
54996783,eliminacion_catalan,caracteres_problematicos: {'%'},"De fet, els aliments d'origen animal no només són rics en ferro, sinó que la taxa d'absorció és alta...",,,,,
55002486,eliminacion_catalan,caracteres_problematicos: {'·'},"Un cop introduïdes totes les dades necessàries, el sistema d'instal·lació es carrega.",,,,,
55074121,eliminacion_catalan,caracteres_problematicos: {'·'},Excel·lents graduats del programa de cursos de mestratge de dos anys poden buscar una oportunitat d'...,,,,,
55214175,eliminacion_catalan,"caracteres_problematicos: {'@', '·'}","Si t'agrada aquest @new anys dia paper d'empaperar col·lecció, Dóna'ns un M'agrada i compartir a Fac...",,,,,
55250461,eliminacion_catalan,caracteres_problematicos: {'·'},El nostre soci de vendes amb seu a Kazakhstan va treballar en estreta col·laboració a Almaty com a c...,,,,,
55287850,eliminacion_catalan,caracteres_problematicos: {'+'},"10e3) Si es requereix un moviment, el trencaclosques es considera resolt amb una penalització de tem...",,,,,
55316918,eliminacion_catalan,"caracteres_problematicos: {'/', '·'}",Més Recepció 24 hores Servei de recollida a l'aeroport Tot inclòs Bar/saló Lloguer de vaixells Esmor...,,,,,
55337160,eliminacion_catalan,"caracteres_problematicos: {'*', '@', '&'}","Old Northside Bed & Breakfast @ 1,2 km 2* Bed and Breakfast",,,,,
55375108,eliminacion_catalan,caracteres_problematicos: {'/'},"Les especificacions també han de fixar, com ara la femella M4-P0.7 només amb la sèrie M4-P0.7 de con...",,,,,
55385670,eliminacion_catalan,caracteres_problematicos: {'·'},"Tornant al Salm 119, trobem declaracions de propòsit relacionades amb els versos d'il·luminació.",,,,,
55462302,eliminacion_catalan,caracteres_problematicos: {'·'},"1967 aquarel·les sobre paper, 84 x 64 cm Signat, inscrit en ciríl·lic i datat el 1967 al revers.",,,,,
55474911,eliminacion_catalan,caracteres_problematicos: {'·'},"Il·lustració 3D Poligonal 2D Spectrum Mesh Vector Globus Compartir icona, xarxa, enllaç, servidor Mó...",,,,,
55509479,eliminacion_catalan,caracteres_problematicos: {'·'},"Larry Mullen, director sènior d'Intel·ligència d'Operacions d'OptumHealth",,,,,
55582970,eliminacion_catalan,caracteres_problematicos: {'·'},Les sol·licituds de fitxers de logotips i altres qüestions relacionades amb la identitat visual s'ha...,,,,,
55619741,eliminacion_catalan,caracteres_problematicos: {'·'},Per instal·lar aquesta descàrrega: Descarregueu el fitxer fent clic al botó Descarregar (a dalt) i g...,,,,,
55627909,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}","Als segles IX i X, Constantinoble tenia una població d'entre 500.000 i 800.000 habitants.[57].",,,,,
55663641,eliminacion_catalan,caracteres_problematicos: {'·'},"Pot dir-se que tot això és excel·lent en la seva reflexió, però com podem aconseguir aquest equilibr...",,,,,
55673882,eliminacion_catalan,caracteres_problematicos: {'·'},"El Mandarin Oriental Washington DC està situat al centre de Washington DC, a 730 m de l'estació de m...",,,,,
55704681,eliminacion_catalan,caracteres_problematicos: {'>'},Obriu l'avaluació del disseny > Esquema de l'eficiència de l'estimació.,,,,,
55706574,eliminacion_catalan,caracteres_problematicos: {'/'},Proves i resolució de problemes de xarxes Ethernet/IP convergents a interfícies de 10 Mbps a 10 G,,,,,
55719055,eliminacion_catalan,caracteres_problematicos: {'>'},Seleccioneu Ajuda > Sample Data Library i obriu Stock Prices.jmp.,,,,,
55727690,eliminacion_catalan,caracteres_problematicos: {'€'},7€ Gratuït - No es requereix cap dipòsit,,,,,
55753592,eliminacion_catalan,"caracteres_problematicos: {'<', '€', '́', '>'}","Mentrestant, el viceministre d'Afers Exteriors de Corea del Nord, Kim Kye-gwan (ê1€ê3<unk> ́€) va as...",,,,,
55778832,eliminacion_catalan,caracteres_problematicos: {'·'},Suites grans · Bon servei d'habitacions,,,,,
55781695,eliminacion_catalan,caracteres_problematicos: {'·'},(3) ingressos per drets de propietat intel·lectual;,,,,,
55880632,eliminacion_catalan,caracteres_problematicos: {'@'},Correu electrònic d'assistència internacional: email@drmichaelwong.com,,,,,
55943853,eliminacion_catalan,caracteres_problematicos: {'/'},Càmping divertit / Explorar coves Navegació nocturna,,,,,
56099512,eliminacion_catalan,caracteres_problematicos: {'#'},A 0.4 km del Santuari Nezu (Mostra el mapa) Namio House #202 -Nostalgic Tokyo Local Stay- apartment ...,,,,,
56146840,eliminacion_catalan,"caracteres_problematicos: {'€', '%'}","Quan us registreu, TonyBet Poker us dona la benvinguda amb un bo de dipòsit del 100% fins a 2.000 €,...",,,,,
56281274,eliminacion_catalan,caracteres_problematicos: {'$'},Auriculars estèreo H151 Pes lleuger i auriculars ajustables S $ 25.00,,,,,
56290277,eliminacion_catalan,"caracteres_problematicos: {'+', '#', '*'}","El principal perfilador de rendiment per a C, C++, C#, Fortran, Assembly i Java*.",,,,,
56299776,eliminacion_catalan,caracteres_problematicos: {'/'},"Quan parleu amb gent que no valora la llibertat i la comunitat, podeu mostrar-los els molts avantatg...",,,,,
56435139,eliminacion_catalan,caracteres_problematicos: {'$'},"Interactive Brokers paga un dividend en efectiu especial de 1,79 $ per acció que ascendeix a aproxim...",,,,,
56483056,eliminacion_catalan,caracteres_problematicos: {'·'},"La il·luminació de manuscrits va assolir el seu punt àlgid a l'Europa medieval, quan els il·luminado...",,,,,
56598435,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}","[29] Codi HS 2938 Glicòsids, naturals o reproduïts per síntesi, i les seves sals, èters, èsters i al...",,,,,
56651542,eliminacion_catalan,"caracteres_problematicos: {'/', '”'}","Proveu 2,000, ” per Thomas L. Close, Green Bay, Wisconsin Press-Gazette, 28/07/16",,,,,
56677177,eliminacion_catalan,"caracteres_problematicos: {'>', '<'}",Pàgina inicial > <unk>(47) > InDesign CS5: Fluxos de treball de publicació dinàmica en XML,,,,,
56694416,eliminacion_catalan,"caracteres_problematicos: {'/', '·'}","Les meves aficions: Practicar esports, Cafè i conversa, Cuinar, Viatjar / fer turisme, Pel·lícules /...",,,,,
56752547,eliminacion_catalan,"caracteres_problematicos: {'@', '·'}","Si algun membre de la comunitat BCIS vol fer una reserva, consulteu la Política de lloguer de BCIS p...",,,,,
56805803,eliminacion_catalan,"caracteres_problematicos: {'·', '&'}","Vostè està segur d'una càlida i servicial benvinguda, tot i que la seva estada amb nosaltres és pots...",,,,,
56982277,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}",Opcions dels paràmetres bàsics d'entrada. [1],,,,,
57050991,eliminacion_catalan,caracteres_problematicos: {'‐'},DirectX: Versió 11 Emmagatzematge: 8 GB d'espai disponible Targeta de so: DirectX 9.0c‐compatible,,,,,
57057519,eliminacion_catalan,caracteres_problematicos: {'·'},"Totes les suites disposen de bany privat, TV per satèl·lit, calefacció per terra radiant i microones...",,,,,
57088673,eliminacion_catalan,caracteres_problematicos: {'$'},Article Redacció Contingut Redacció Redacció Ghostwriting SEO $82 (Avg Bid),,,,,
57189264,eliminacion_catalan,caracteres_problematicos: {'/'},Mesura / Prova,,,,,
57231845,eliminacion_catalan,caracteres_problematicos: {'/'},Des dels tradicionals motors de look aside fins als més sofisticats i potents motors de paquets en l...,,,,,
57238849,eliminacion_catalan,caracteres_problematicos: {'·'},"Il·luminació comercial - SHENZHEN XUNKE TECHNOLOGY CO,",,,,,
57260835,eliminacion_catalan,"caracteres_problematicos: {'/', '&'}",Ofertes de treball d'Associat Sènior en Banca d'Inversió/M&A  eFinancialCareers,,,,,
57262405,eliminacion_catalan,caracteres_problematicos: {'>'},Email: La teva posició: Home > Productes,,,,,
57290419,eliminacion_catalan,"caracteres_problematicos: {'/', '·'}",preseed/url (url) Especifiqueu l'URL d'un fitxer de configuració prèvia per descarregar i utilitzar ...,,,,,
57405754,eliminacion_catalan,caracteres_problematicos: {'·'},Les consultes següents il·lustren l'efecte d'aquesta plantilla:,,,,,
57428307,eliminacion_catalan,"caracteres_problematicos: {'/', '·'}",URL sol·licitada: /css/images/spacer.gif Informació de la versió: Microsoft.NET Framework Versió: 4....,,,,,
57496686,eliminacion_catalan,"caracteres_problematicos: {']', '[', '·'}","Durant la Segona Guerra Mundial, l'aeròdrom va servir com a única instal·lació d'entrenament de rada...",,,,,
57583588,eliminacion_catalan,caracteres_problematicos: {'/'},Mòduls OSA MAP-2100: En servei Pol-Mux OSA-710 per a plataformes T-BERD/MTS-8000 Provador de xarxa p...,,,,,
57660220,eliminacion_catalan,"caracteres_problematicos: {'<', '>'}",Fàbrica d'equips de tancs especials de Jiangmen Tots els drets reservats. 备ICP<unk>08210236 号 Potènc...,,,,,
57708106,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}","Això, en teoria, va alliberar Hanna per postular-se per a president, però Roosevelt va poder veure q...",,,,,
57735193,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","64 Però d'entre ells no n'hi havia cap dels que Moisès i el sacerdot Aaron van comptabilitzar, quan ...",,,,,
57750299,eliminacion_catalan,caracteres_problematicos: {'/'},"Potència de control de sortida, entrada 5.5V, 100mA CMOS Regulador de voltatge amb 0.5uA consum de c...",,,,,
57767119,eliminacion_catalan,caracteres_problematicos: {'/'},"Des de 1998, hem estat l'exclusiu capità Supercargo / Port en tots els vaixells Mintrans, Ltd. d'ent...",,,,,
57779650,eliminacion_catalan,caracteres_problematicos: {'·'},"3) Tenim una creença de bona fe que l'accés, ús, preservació o divulgació d'aquesta informació és ra...",,,,,
57816266,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Ọ bụ comerç “gestionat”.,,,,,
57876724,eliminacion_catalan,caracteres_problematicos: {'&'},"Dalmahoy Hotel & Country Club Kirknewton Edinburgh West, Kirknewton (Lothian), Regne Unit, EH27 8EB ...",,,,,
57901864,eliminacion_catalan,caracteres_problematicos: {'/'},Llegeix/baixa l'informe,,,,,
58030416,eliminacion_catalan,caracteres_problematicos: {'·'},"Sensor de distància per a tasques de posicionament precises al mil·límetre, PRT, rang de mesura de f...",,,,,
58041651,eliminacion_catalan,caracteres_problematicos: {'®'},"Dyneema® es produeix a Heerlen (Països Baixos) i a Greenville, Carolina del Nord (EUA).",,,,,
58100344,eliminacion_catalan,"caracteres_problematicos: {'/', '·'}",URL sol·licitada: /Content/style/widget.eot Informació de la versió: Microsoft.NET Framework Versió:...,,,,,
58115896,eliminacion_catalan,caracteres_problematicos: {'·'},Programari: El següent programari de tercers necessari s'inclou al programa d'instal·lació i s'insta...,,,,,
58116588,eliminacion_catalan,caracteres_problematicos: {'·'},"Aquesta part de la documentació, majoritàriament en prosa, detalla l'ecosistema i la comunitat de le...",,,,,
58182787,eliminacion_catalan,caracteres_problematicos: {'%'},"Configuració del mesclador químic del 0,5 al 5,5%",,,,,
58190019,eliminacion_catalan,caracteres_problematicos: {'·'},IEC inversió contínua i el desenvolupament d'alta tecnologia i instal·lacions avançades per millorar...,,,,,
58251280,eliminacion_catalan,"caracteres_problematicos: {'<', '%'}",Píxels defectuososÂ1Â3 0 píxels defectuosos al centre 50% imatge; <10 píxels defectuosos menors fora...,,,,,
58333346,eliminacion_catalan,caracteres_problematicos: {'·'},"Per a la majoria dels cotxes uni-body moderns, hi ha una petita osca o marca just darrere dels pous ...",,,,,
58364588,eliminacion_catalan,"caracteres_problematicos: {'+', '·'}","En el marc de la col·laboració, les dues universitats van acordar oferir conjuntament dos programes ...",,,,,
58385909,eliminacion_catalan,caracteres_problematicos: {'·'},GBIF va finançar visites per comprovar les dades de les principals col·leccions de trips a Frankfurt...,,,,,
