linea,tipo,razon,texto_original
59176708,eliminacion_catalan,"caracteres_problematicos: {'©', '>', '<'}",Copyright © 2016 Tots els drets reservats Copyright: Xiamen primer any Industrial Packaging Material...
59257144,eliminacion_catalan,"caracteres_problematicos: {'·', '+'}","El centre d'R + D s'adhereix estrictament al concepte de gestió orientada a les persones, el princip..."
59296009,eliminacion_catalan,caracteres_problematicos: {'·'},"Sou éssers sagrats, que heu passat els darrers 13 mil·lennis passejant en una densa boira sense memò..."
59425771,eliminacion_catalan,caracteres_problematicos: {'/'},"Quan un inversor compra euros/dòlars, es diu que compra (o rep) l'euro o la moneda base i ven (o pag..."
59512420,eliminacion_catalan,caracteres_problematicos: {'·'},Les eines de gestió d'operacions de VMware i Lenovo XClarity ofereixen intel·ligència al vostre cent...
59559038,eliminacion_catalan,caracteres_problematicos: {'+'},"XJ Group és un holding d'una empresa cotitzada, té 13 empreses subsidiàries (sucursals), té 2 centre..."
59623318,eliminacion_catalan,caracteres_problematicos: {'·'},La novel·la de Fell Yaoi Capítol 17
59656840,eliminacion_catalan,caracteres_problematicos: {'·'},Els diversos elements de la naturalesa humana prevalent es prenen des del punt de vista de la teoria...
59738128,eliminacion_catalan,caracteres_problematicos: {'$'},Preu de la cervesa nacional en Bahames és 2.60 $ USD
59779528,eliminacion_catalan,caracteres_problematicos: {'›'},"El Kunst und Design Dresden Apartment és un apartament situat a Dresden, a prop dels museus i del pa..."
59923691,eliminacion_catalan,"caracteres_problematicos: {'·', '/'}",· DraftSight/SolidWorks Enterprise PDM Integration - Accediu a fitxers DWG dins de SolidWorks EPDM d...
59938251,eliminacion_catalan,"caracteres_problematicos: {'/', '+'}","16,92 kg amb dues FRU d'alimentació, sense suports SFP/SFP+"
59989898,eliminacion_catalan,"caracteres_problematicos: {'·', '+'}","Al costat del prestigiós guardó de WirtschaftsWoche, BINDER també va aconseguir un augment en les ve..."
60097112,eliminacion_catalan,caracteres_problematicos: {'%'},"No obstant això, la quota de mercat d'aquests autobusos en transport públic és només al voltant del ..."
60309437,eliminacion_catalan,caracteres_problematicos: {'±'},Aquests esdeveniments van ser interpretats com a trànsits d'una estructura amb un període de 808 ± 2...
60326888,eliminacion_catalan,caracteres_problematicos: {'/'},"El servei també ofereix un programa preventiu, amb visites gratuïtes de seguretat contra incendis a ..."
60327945,eliminacion_catalan,"caracteres_problematicos: {'–', '>', '/'}","La severitat es divideix en lleu (5.5–5.9 mmol/L), moderada (6.0–6.4 mmol/L) i greu (>6.5 mmol/L)."
60609008,eliminacion_catalan,caracteres_problematicos: {'·'},"La poliploïdia o politènia poden explicar aquest gran contingut d'ADN cel·lular, però els estudis de..."
60610013,eliminacion_catalan,caracteres_problematicos: {'·'},"La canalització HTTP redueix encara més el temps de retard, cosa que permet als clients enviar múlti..."
60659724,eliminacion_catalan,caracteres_problematicos: {'·'},"El president del Tribunal Suprem és un membre d'ofici del Tribunal d'Apel·lació, però no pot escolta..."
60708361,eliminacion_catalan,caracteres_problematicos: {'·'},"N'és una prova l'Ona Circumpolar Antàrtica, una oscil·lació periòdica que afecta el clima de gran pa..."
60761262,eliminacion_catalan,"caracteres_problematicos: {'·', '+'}","El 1994, es va determinar un límit superior d'aproximadament una mil·lèsima part de la massa de la T..."
60772734,eliminacion_catalan,"caracteres_problematicos: {'>', '<'}","CNKI (China National Knowledge Infrastructure, <unk>) és un projecte clau de construcció d'informaci..."
60785403,eliminacion_catalan,caracteres_problematicos: {'·'},Favreau també va establir una comparació entre la seva carrera com a director i la carrera de Carl c...
60809949,eliminacion_catalan,caracteres_problematicos: {'·'},23 de juliol: El Tribunal de Districte de Colorado va anul·lar la prohibició estatal del matrimoni e...
60890623,eliminacion_catalan,caracteres_problematicos: {'·'},"L'1 de març, el Parlament de Rússia va aprovar una sol·licitud del president Vladímir Putin per desp..."
60907688,eliminacion_catalan,caracteres_problematicos: {'/'},"L'USS Bass (SSK-2/SS-551), un submarí de la classe Barracuda, va ser el segon vaixell de la Marina d..."
60915829,eliminacion_catalan,caracteres_problematicos: {'/'},La velocitat màxima del F Mk VIII era de 657 km/h a 244 km/h pel LF Mk VIII a 6.400 m i 669 km/h pel...
61075763,eliminacion_catalan,caracteres_problematicos: {'·'},Aquesta no és la pel·lícula que esperem
61096792,eliminacion_catalan,caracteres_problematicos: {'·'},"10.2.3 En exercir la llicència prevista a la clàusula 15.1 anterior, no infringirem els drets de pro..."
61118448,eliminacion_catalan,caracteres_problematicos: {'*'},Ve amb suport 24 * 7 en diversos idiomes.
61190966,eliminacion_catalan,caracteres_problematicos: {'*'},Potser és perquè sóc *realment*
61413946,eliminacion_catalan,caracteres_problematicos: {'%'},"El 32,3% es queden més a prop de casa"
61515636,eliminacion_catalan,caracteres_problematicos: {'•'},"• Molt fàcil d'usar, fàcil d'entendre."
61545854,eliminacion_catalan,caracteres_problematicos: {'•'},"• Si em sento trist, riuré."
61673573,eliminacion_catalan,caracteres_problematicos: {'%'},Més de 1.600 milions de persones (22% de la població mundial) viuen en llocs on les crisis prolongad...
61708010,eliminacion_catalan,caracteres_problematicos: {'•'},• R.O.V. Inspeccions abans i després de la neteja
61778492,eliminacion_catalan,caracteres_problematicos: {'•'},"• Si teniu diabetis, intenteu controlar els nivells de sucre a la sang."
61967070,eliminacion_catalan,caracteres_problematicos: {'%'},"En els darrers tres anys, els preus dels medicaments han augmentat una mitjana del 10% annual."
61993703,eliminacion_catalan,"caracteres_problematicos: {']', '['}",[edit] Això és el que necessitem!
62164585,eliminacion_catalan,caracteres_problematicos: {'·'},Bona col·legialaVídeos
62180914,eliminacion_catalan,caracteres_problematicos: {'+'},Productes d'Aplicació de Grafè jh_admin 2017-09-22T16:33:47+00:00
62183619,eliminacion_catalan,"caracteres_problematicos: {'>', '<'}",<unk> mitjà de gamma alta de gamma mitjana i alta de gamma baixa
62186308,eliminacion_catalan,caracteres_problematicos: {'/'},On puc trobar una llista de vacances nacionals/públiques i escolars?
62202557,eliminacion_catalan,caracteres_problematicos: {'•'},• També podeu afegir o actualitzar informació i tancar el vostre compte com es descriu anteriorment.
62214155,eliminacion_catalan,caracteres_problematicos: {'/'},1.540 iens per caixa (conté 1 peça/una peça: 12 cm de diàmetre) (impostos inclosos)
62219285,eliminacion_catalan,"caracteres_problematicos: {'&', '–'}",Habitacions – Orgosolo B&B Sardegna _ Web Oficial _ Bed and breakfasts a Orgosolo
62316735,eliminacion_catalan,caracteres_problematicos: {'%'},Descarregar reducció de velocitat 39% (Regne Unit) 19% (Regne Unit)
62336907,eliminacion_catalan,caracteres_problematicos: {'*'},"* Cerca per nom, càrrec, àrea de recerca, departament, etc."
62368555,eliminacion_catalan,caracteres_problematicos: {'•'},"• Per al pagament, acceptem efectiu i xec. Si us plau, faci els xecs a nom de My Kiddy Gym Limited."
62398917,eliminacion_catalan,caracteres_problematicos: {'%'},Inversió: la rica però industrial Limited by Share Ltd 60%; Moonstone Holdings Limited 40%
62481827,eliminacion_catalan,"caracteres_problematicos: {'/', '$'}","HK$3,000Dill - Dijous $150/cap, De divendres a diumenge/Festius $200/capPreu per cap des de$300 HKD"
62484256,eliminacion_catalan,caracteres_problematicos: {'@'},"Per aplicar, si us plau enviï el seu currículum vitae i carta de presentació a: internrecruit@comput..."
62515916,eliminacion_catalan,caracteres_problematicos: {'•'},• Equip de mineria
62561090,eliminacion_catalan,caracteres_problematicos: {'@'},CoolThink @ JC - habilitats digitals del segle 21 _ CoolThink @ JC
62573803,eliminacion_catalan,"caracteres_problematicos: {'/', '$'}",Abans de la mitjanit: HK $ 46 / hora; Després de la mitjanit (min. 10 pax): HK $ 55 / hora
62617544,eliminacion_catalan,caracteres_problematicos: {'/'},Data límit de reg:2017 / 09/ 30 (SAT) No obrim per a la inscripció in situ.
62619889,eliminacion_catalan,"caracteres_problematicos: {'%', '*'}",* L'amortització mensual es basa en el 18% TAE.
62641065,eliminacion_catalan,caracteres_problematicos: {'®'},"Després d'aplicar Celavive® Vitalizing Serum, utilitzeu l'aplicador per fer massatges al producte al..."
62641379,eliminacion_catalan,"caracteres_problematicos: {'–', '·'}",Serveis i instal·lacions – Samos Apart Pension _ Web Oficial _ Aparthotels a Güzelçamlı
62688386,eliminacion_catalan,"caracteres_problematicos: {'¥', '/'}","Disponible, 20.000 ¥ / mth"
62733459,eliminacion_catalan,caracteres_problematicos: {'/'},/ Llibres xinesos / Manualitats / Feltre / Per a adults
62744509,eliminacion_catalan,caracteres_problematicos: {'%'},40% va augmentar la durada de les malalties dels enemics
62803310,eliminacion_catalan,caracteres_problematicos: {'–'},Avís sobre les cookies – Saiyok River House _ Web Oficial _ Resorts a Sai Yok
62816746,eliminacion_catalan,caracteres_problematicos: {'%'},"En Q1 2014, el nombre d'infecció de botnet a Hong Kong va disminuir en 21.7%. Nou dels deu primers b..."
62840906,eliminacion_catalan,caracteres_problematicos: {'@'},Si vols que es deixin de processar les teves dades d'acord amb el que s'estipula als propòsits C-F i...
62848534,eliminacion_catalan,caracteres_problematicos: {'•'},"• Connecteu el cable a un auricular i els altres interruptors de port al mode de sortida, cosa que f..."
62884314,eliminacion_catalan,caracteres_problematicos: {'–'},"Gruda Hotels, Gruda Apartments, Unterkünfte in Gruda – costa-de-valencia.net"
62890373,eliminacion_catalan,caracteres_problematicos: {'@'},Si tens cap pregunta o queixa sobre com processem les teves dades personals o vols exercir els drets...
62918893,eliminacion_catalan,caracteres_problematicos: {'%'},Principiant45% Intermedi28% Avançat27%
62946377,eliminacion_catalan,caracteres_problematicos: {'–'},"Saittas Hotels, Saittas Apartments, Unterkünfte in Saittas – hotels-menorca.com"
62991804,eliminacion_catalan,caracteres_problematicos: {'*'},"* Aire condicionat, mirall de pràctica extra llarg, altaveu, llum de color de control remot de 16 co..."
63094080,eliminacion_catalan,caracteres_problematicos: {'>'},Posició actual:Pàgina inicial > Centre de producte > PRIMA > Set Top Box digital > Exposició de prod...
63120802,eliminacion_catalan,caracteres_problematicos: {'·'},per Etienne · publicat 16 novembre 2011
63138940,eliminacion_catalan,caracteres_problematicos: {'>'},Inici > Roba militar > Peces de vestir > Polo Shirt
63239213,eliminacion_catalan,caracteres_problematicos: {'/'},Les exempcions prèvies no s'aplicaran en la mesura prohibida per la legislació aplicable. Sense perj...
63284793,eliminacion_catalan,caracteres_problematicos: {'•'},"• Subscripció a ""Tung Wah News"", butlletins de correu electrònic i informe annual de TWGHs"
63304215,eliminacion_catalan,caracteres_problematicos: {'~'},Resposta: (1) temperatura constant i mètode d'assecat: la cinta d'aïllament s'enrotlla en un diàmetr...
63346482,eliminacion_catalan,caracteres_problematicos: {'/'},Estem oferint una àmplia gamma de dolços de festa per a banquets i festes de casament. Podeu consult...
63365219,eliminacion_catalan,"caracteres_problematicos: {'·', '/'}",sol·licitar la cerca i la còpia del certificat de naixement/mort/matrimoni;
63394825,eliminacion_catalan,"caracteres_problematicos: {'·', '/'}","La llei estableix que quan la persona l'acte de la qual, incompliment o patiment va causar el perill..."
63420437,eliminacion_catalan,caracteres_problematicos: {'–'},Maui – Hawaii
63429132,eliminacion_catalan,caracteres_problematicos: {'¥'},12.000¥ (impostos exclosos)
63478907,eliminacion_catalan,caracteres_problematicos: {'+'},Molt bé 4+ (17)
63526459,eliminacion_catalan,caracteres_problematicos: {'/'},"Configuració del servidor, migració i desplegament de dades/dominis"
63557148,eliminacion_catalan,"caracteres_problematicos: {']', '['}",Seleccioneu el disseny dels pins (estàndard) de la llista. Els pins estandarditzats tenen diàmetres ...
63699718,eliminacion_catalan,caracteres_problematicos: {'*'},Aconseguir ofertes de preus en vols de Illes Salomó a Fiji*
63705990,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Qinghai-Tibet Plateau and Beijing Girls: New Paintings by LIU Xiaodong”, Galeria Mary Boone, Nova Y..."
63709471,eliminacion_catalan,"caracteres_problematicos: {'/', '$'}",Preu: HK $ 19800 (dia laborable) / HK $ 28000 (cap de setmana i festiu)
63869397,eliminacion_catalan,caracteres_problematicos: {'/'},Aquesta nit (10/15): Debat Candidat a l'Alcaldia
63894610,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“I el més important, per què necessitarien una màquina així?”."
64006659,eliminacion_catalan,"caracteres_problematicos: {'·', '$'}","Crec que vaig veure al voltant de 40 pel·lícules i vaig gastar al voltant de $ 80, pel que va valer ..."
64171971,eliminacion_catalan,caracteres_problematicos: {'–'},No permetis que el professor et tracti com un principiant jove i et doni només exercicis i entrename...
64322589,eliminacion_catalan,caracteres_problematicos: {'«'},«Fer que tota una empresa sigui un equip de somni (en lloc de només tenir uns pocs grups petits) és ...
64392716,eliminacion_catalan,caracteres_problematicos: {'—'},"— Sí, però els resultats de les transaccions, oberts d'aquests senyals, no tindran cap relació."
64399685,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Dels últims sis presidents, quatre d'ells van ser fills d'immigrants en primera generació”, va apun..."
64427166,eliminacion_catalan,caracteres_problematicos: {'·'},"Les companyies tenen una llarga història de col·laboració i innovació conjunta, reflectida en les se..."
64455729,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Setanta vegades set és quatre-cents noranta vegades: “podem fer aquesta multiplicació en el nostre c...
64463389,eliminacion_catalan,caracteres_problematicos: {'·'},"GaN, o Nitrur de Gal·li, és una cosa que vostè començarà a veure més i més en el mercat."
64499696,eliminacion_catalan,"caracteres_problematicos: {'«', '»'}","Avancem, segueixen els anuncis, senzills, sempre l'estrella i després «La casa del telegrafista», o ..."
64505757,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Tot els ciutadans àrabs que van viure a Palestina fins al 1947 són “palestins.”.
64536924,eliminacion_catalan,"caracteres_problematicos: {'«', '»'}",A la primera pàgina hi havia escrites les inicials «J.H.N.» i la data «1883».
